b1,b2,b3,b4,b5,b6,b7,col,row
-57.0,-61.0,-59.0,-58.0,-50.0,-58.0,-50.0,6,7
-60.0,-49.0,-55.0,-57.0,-56.0,-60.0,-46.0,1,8
-60.0,-48.0,-55.0,-58.0,-56.0,-60.0,-48.0,1,8
-60.0,-50.0,-55.0,-55.0,-53.0,-59.0,-47.0,1,8
-60.0,-50.0,-56.0,-58.0,-53.0,-61.0,-48.0,1,8
-58.0,-49.0,-54.0,-58.0,-55.0,-59.0,-46.0,1,8
-58.0,-50.0,-54.0,-58.0,-56.0,-61.0,-46.0,1,8
-59.0,-50.0,-54.0,-58.0,-56.0,-60.0,-45.0,1,8
-58.0,-49.0,-55.0,-58.0,-57.0,-60.0,-48.0,1,8
-59.0,-51.0,-55.0,-57.0,-56.0,-60.0,-47.0,1,8
-59.0,-50.0,-54.0,-57.0,-53.0,-58.0,-46.0,1,8
-58.0,-50.0,-55.0,-57.0,-56.0,-60.0,-46.0,1,8
-59.0,-49.0,-55.0,-58.0,-56.0,-60.0,-46.0,1,8
-58.0,-50.0,-54.0,-58.0,-56.0,-58.0,-47.0,1,8
-59.0,-50.0,-54.0,-57.0,-56.0,-59.0,-45.0,1,8
-59.0,-47.0,-55.0,-58.0,-56.0,-59.0,-46.0,1,8
-59.0,-49.0,-56.0,-57.0,-55.0,-60.0,-45.0,1,8
-53.0,-54.0,-56.0,-57.0,-58.0,-59.0,-58.0,2,8
-55.0,-54.0,-56.0,-56.0,-60.0,-60.0,-57.0,2,8
-55.0,-52.0,-56.0,-56.0,-56.0,-59.0,-59.0,2,8
-56.0,-53.0,-57.0,-55.0,-54.0,-58.0,-58.0,2,8
-56.0,-54.0,-56.0,-55.0,-56.0,-61.0,-58.0,2,8
-56.0,-53.0,-56.0,-56.0,-56.0,-60.0,-58.0,2,8
-56.0,-53.0,-55.0,-57.0,-56.0,-61.0,-58.0,2,8
-55.0,-53.0,-57.0,-56.0,-58.0,-60.0,-58.0,2,8
-56.0,-53.0,-56.0,-55.0,-58.0,-60.0,-58.0,2,8
-56.0,-53.0,-54.0,-56.0,-58.0,-60.0,-58.0,2,8
-56.0,-54.0,-54.0,-56.0,-58.0,-60.0,-58.0,2,8
-56.0,-53.0,-55.0,-56.0,-58.0,-60.0,-57.0,2,8
-55.0,-54.0,-53.0,-56.0,-57.0,-60.0,-58.0,2,8
-55.0,-53.0,-53.0,-56.0,-55.0,-60.0,-58.0,2,8
-55.0,-53.0,-54.0,-57.0,-55.0,-60.0,-58.0,2,8
-55.0,-53.0,-54.0,-58.0,-55.0,-60.0,-57.0,2,8
-58.0,-54.0,-61.0,-64.0,-57.0,-52.0,-53.0,3,8
-57.0,-52.0,-54.0,-64.0,-57.0,-50.0,-53.0,3,8
-57.0,-54.0,-57.0,-64.0,-57.0,-53.0,-53.0,3,8
-57.0,-54.0,-57.0,-64.0,-57.0,-50.0,-52.0,3,8
-57.0,-54.0,-73.0,-65.0,-57.0,-53.0,-52.0,3,8
-57.0,-53.0,-73.0,-64.0,-55.0,-51.0,-50.0,3,8
-57.0,-54.0,-57.0,-64.0,-57.0,-52.0,-50.0,3,8
-57.0,-54.0,-57.0,-64.0,-55.0,-50.0,-52.0,3,8
-57.0,-52.0,-57.0,-66.0,-57.0,-51.0,-53.0,3,8
-57.0,-52.0,-57.0,-65.0,-57.0,-52.0,-50.0,3,8
-57.0,-54.0,-59.0,-64.0,-57.0,-52.0,-52.0,3,8
-57.0,-54.0,-57.0,-65.0,-54.0,-50.0,-52.0,3,8
-57.0,-54.0,-55.0,-64.0,-57.0,-51.0,-52.0,3,8
-57.0,-53.0,-58.0,-64.0,-58.0,-52.0,-52.0,3,8
-58.0,-52.0,-58.0,-64.0,-56.0,-51.0,-52.0,3,8
-57.0,-53.0,-58.0,-65.0,-57.0,-51.0,-50.0,3,8
-56.0,-59.0,-55.0,-60.0,-53.0,-58.0,-52.0,4,8
-57.0,-61.0,-55.0,-60.0,-51.0,-56.0,-50.0,4,8
-57.0,-61.0,-56.0,-60.0,-50.0,-57.0,-53.0,4,8
-58.0,-61.0,-54.0,-60.0,-51.0,-56.0,-53.0,4,8
-58.0,-61.0,-55.0,-59.0,-53.0,-56.0,-53.0,4,8
-57.0,-61.0,-56.0,-58.0,-49.0,-56.0,-53.0,4,8
-57.0,-61.0,-57.0,-60.0,-48.0,-56.0,-53.0,4,8
-58.0,-61.0,-56.0,-61.0,-50.0,-57.0,-52.0,4,8
-58.0,-61.0,-53.0,-59.0,-48.0,-56.0,-53.0,4,8
-57.0,-61.0,-55.0,-59.0,-51.0,-56.0,-51.0,4,8
-58.0,-62.0,-56.0,-60.0,-51.0,-56.0,-53.0,4,8
-57.0,-61.0,-58.0,-58.0,-51.0,-57.0,-52.0,4,8
-58.0,-61.0,-55.0,-57.0,-50.0,-56.0,-52.0,4,8
-58.0,-61.0,-57.0,-58.0,-50.0,-54.0,-52.0,4,8
-57.0,-61.0,-55.0,-60.0,-50.0,-56.0,-52.0,4,8
-57.0,-61.0,-55.0,-58.0,-50.0,-55.0,-53.0,4,8
-58.0,-57.0,-54.0,-50.0,-52.0,-63.0,-49.0,5,8
-59.0,-56.0,-52.0,-53.0,-53.0,-65.0,-47.0,5,8
-59.0,-57.0,-53.0,-54.0,-54.0,-63.0,-47.0,5,8
-59.0,-55.0,-52.0,-54.0,-53.0,-63.0,-48.0,5,8
-60.0,-55.0,-52.0,-50.0,-52.0,-63.0,-48.0,5,8
-59.0,-56.0,-53.0,-50.0,-54.0,-62.0,-49.0,5,8
-60.0,-55.0,-51.0,-50.0,-53.0,-62.0,-48.0,5,8
-59.0,-56.0,-50.0,-54.0,-52.0,-62.0,-47.0,5,8
-59.0,-56.0,-52.0,-54.0,-55.0,-65.0,-49.0,5,8
-60.0,-56.0,-51.0,-54.0,-51.0,-63.0,-49.0,5,8
-60.0,-56.0,-51.0,-51.0,-54.0,-63.0,-46.0,5,8
-59.0,-57.0,-51.0,-55.0,-54.0,-63.0,-48.0,5,8
-60.0,-54.0,-51.0,-51.0,-52.0,-62.0,-48.0,5,8
-60.0,-56.0,-52.0,-50.0,-52.0,-62.0,-46.0,5,8
-59.0,-56.0,-52.0,-54.0,-52.0,-65.0,-49.0,5,8
-59.0,-55.0,-52.0,-51.0,-53.0,-65.0,-46.0,5,8
-60.0,-56.0,-50.0,-56.0,-38.0,-54.0,-49.0,6,8
-60.0,-57.0,-51.0,-57.0,-38.0,-54.0,-49.0,6,8
-60.0,-56.0,-50.0,-58.0,-40.0,-55.0,-49.0,6,8
-60.0,-56.0,-51.0,-56.0,-38.0,-55.0,-49.0,6,8
-60.0,-57.0,-51.0,-56.0,-38.0,-53.0,-50.0,6,8
-61.0,-57.0,-50.0,-58.0,-39.0,-54.0,-49.0,6,8
-61.0,-56.0,-50.0,-58.0,-39.0,-56.0,-49.0,6,8
-61.0,-57.0,-50.0,-57.0,-38.0,-54.0,-49.0,6,8
-60.0,-57.0,-50.0,-55.0,-38.0,-54.0,-49.0,6,8
-60.0,-57.0,-50.0,-59.0,-38.0,-54.0,-49.0,6,8
-61.0,-57.0,-51.0,-55.0,-38.0,-54.0,-49.0,6,8
-61.0,-57.0,-51.0,-57.0,-38.0,-54.0,-49.0,6,8
-60.0,-56.0,-50.0,-55.0,-39.0,-54.0,-49.0,6,8
-61.0,-57.0,-50.0,-56.0,-39.0,-54.0,-49.0,6,8
-60.0,-56.0,-50.0,-59.0,-39.0,-53.0,-49.0,6,8
-60.0,-56.0,-50.0,-56.0,-39.0,-54.0,-49.0,6,8
-57.0,-33.0,-68.0,-60.0,-59.0,-56.0,-49.0,1,9
-59.0,-34.0,-73.0,-58.0,-57.0,-55.0,-49.0,1,9
-58.0,-33.0,-67.0,-56.0,-60.0,-48.0,-50.0,1,9
-58.0,-32.0,-68.0,-58.0,-59.0,-55.0,-51.0,1,9
-57.0,-33.0,-71.0,-57.0,-59.0,-55.0,-50.0,1,9
-58.0,-34.0,-68.0,-56.0,-57.0,-49.0,-51.0,1,9
-58.0,-33.0,-69.0,-58.0,-59.0,-52.0,-50.0,1,9
-58.0,-30.0,-69.0,-58.0,-59.0,-55.0,-51.0,1,9
-58.0,-33.0,-69.0,-56.0,-57.0,-55.0,-52.0,1,9
-57.0,-33.0,-74.0,-56.0,-57.0,-49.0,-50.0,1,9
-58.0,-32.0,-74.0,-58.0,-58.0,-53.0,-51.0,1,9
-57.0,-33.0,-74.0,-56.0,-57.0,-48.0,-51.0,1,9
-58.0,-32.0,-68.0,-56.0,-58.0,-56.0,-51.0,1,9
-57.0,-33.0,-71.0,-56.0,-59.0,-54.0,-48.0,1,9
-58.0,-32.0,-71.0,-56.0,-57.0,-54.0,-50.0,1,9
-57.0,-33.0,-71.0,-56.0,-57.0,-55.0,-52.0,1,9
-57.0,-54.0,-59.0,-54.0,-52.0,-53.0,-54.0,2,9
-57.0,-54.0,-58.0,-54.0,-53.0,-54.0,-53.0,2,9
-57.0,-55.0,-59.0,-53.0,-50.0,-53.0,-54.0,2,9
-57.0,-54.0,-58.0,-55.0,-51.0,-57.0,-54.0,2,9
-57.0,-55.0,-58.0,-52.0,-50.0,-57.0,-52.0,2,9
-57.0,-54.0,-58.0,-50.0,-50.0,-52.0,-53.0,2,9
-57.0,-54.0,-58.0,-52.0,-50.0,-58.0,-54.0,2,9
-57.0,-55.0,-58.0,-52.0,-51.0,-53.0,-53.0,2,9
-57.0,-55.0,-58.0,-53.0,-50.0,-57.0,-53.0,2,9
-57.0,-55.0,-58.0,-55.0,-51.0,-54.0,-54.0,2,9
-57.0,-54.0,-58.0,-53.0,-51.0,-54.0,-53.0,2,9
-57.0,-52.0,-60.0,-51.0,-53.0,-56.0,-53.0,2,9
-58.0,-54.0,-58.0,-53.0,-52.0,-53.0,-54.0,2,9
-57.0,-54.0,-59.0,-53.0,-51.0,-54.0,-54.0,2,9
-57.0,-56.0,-58.0,-54.0,-50.0,-58.0,-54.0,2,9
-57.0,-57.0,-58.0,-54.0,-52.0,-53.0,-54.0,2,9
-56.0,-53.0,-59.0,-49.0,-57.0,-52.0,-50.0,3,9
-56.0,-54.0,-60.0,-50.0,-57.0,-51.0,-50.0,3,9
-55.0,-54.0,-60.0,-50.0,-56.0,-51.0,-50.0,3,9
-56.0,-54.0,-60.0,-50.0,-57.0,-51.0,-50.0,3,9
-56.0,-55.0,-60.0,-49.0,-55.0,-52.0,-51.0,3,9
-56.0,-52.0,-61.0,-50.0,-56.0,-52.0,-51.0,3,9
-56.0,-52.0,-59.0,-50.0,-55.0,-51.0,-50.0,3,9
-56.0,-54.0,-59.0,-50.0,-58.0,-52.0,-50.0,3,9
-56.0,-54.0,-60.0,-50.0,-56.0,-52.0,-50.0,3,9
-55.0,-52.0,-60.0,-50.0,-57.0,-51.0,-51.0,3,9
-56.0,-54.0,-60.0,-48.0,-59.0,-52.0,-51.0,3,9
-56.0,-53.0,-61.0,-50.0,-57.0,-52.0,-50.0,3,9
-56.0,-52.0,-61.0,-49.0,-54.0,-52.0,-51.0,3,9
-55.0,-54.0,-60.0,-50.0,-58.0,-51.0,-50.0,3,9
-56.0,-54.0,-59.0,-50.0,-58.0,-52.0,-49.0,3,9
-56.0,-54.0,-59.0,-50.0,-58.0,-52.0,-51.0,3,9
-57.0,-55.0,-55.0,-61.0,-51.0,-57.0,-55.0,4,9
-56.0,-52.0,-56.0,-61.0,-51.0,-56.0,-57.0,4,9
-57.0,-56.0,-56.0,-61.0,-52.0,-57.0,-55.0,4,9
-57.0,-56.0,-54.0,-62.0,-50.0,-57.0,-55.0,4,9
-57.0,-54.0,-53.0,-61.0,-49.0,-57.0,-55.0,4,9
-57.0,-53.0,-55.0,-62.0,-51.0,-57.0,-55.0,4,9
-56.0,-54.0,-56.0,-61.0,-51.0,-57.0,-55.0,4,9
-56.0,-54.0,-52.0,-62.0,-51.0,-57.0,-56.0,4,9
-56.0,-56.0,-54.0,-61.0,-52.0,-57.0,-55.0,4,9
-57.0,-54.0,-55.0,-61.0,-50.0,-57.0,-54.0,4,9
-57.0,-54.0,-55.0,-61.0,-51.0,-55.0,-55.0,4,9
-57.0,-53.0,-56.0,-61.0,-51.0,-56.0,-55.0,4,9
-57.0,-52.0,-55.0,-62.0,-51.0,-57.0,-55.0,4,9
-57.0,-55.0,-55.0,-61.0,-52.0,-57.0,-55.0,4,9
-57.0,-55.0,-52.0,-61.0,-50.0,-57.0,-54.0,4,9
-57.0,-56.0,-55.0,-61.0,-51.0,-57.0,-53.0,4,9
-53.0,-55.0,-65.0,-60.0,-56.0,-58.0,-49.0,5,9
-53.0,-54.0,-65.0,-59.0,-53.0,-56.0,-48.0,5,9
-53.0,-54.0,-65.0,-60.0,-56.0,-57.0,-48.0,5,9
-53.0,-55.0,-65.0,-60.0,-53.0,-57.0,-50.0,5,9
-53.0,-55.0,-65.0,-60.0,-54.0,-54.0,-49.0,5,9
-53.0,-55.0,-65.0,-59.0,-54.0,-55.0,-49.0,5,9
-53.0,-54.0,-65.0,-59.0,-55.0,-55.0,-50.0,5,9
-53.0,-56.0,-64.0,-60.0,-54.0,-55.0,-49.0,5,9
-53.0,-55.0,-64.0,-60.0,-53.0,-57.0,-49.0,5,9
-53.0,-55.0,-65.0,-59.0,-54.0,-57.0,-49.0,5,9
-51.0,-55.0,-65.0,-60.0,-55.0,-55.0,-50.0,5,9
-53.0,-55.0,-65.0,-58.0,-54.0,-58.0,-47.0,5,9
-54.0,-55.0,-64.0,-60.0,-55.0,-54.0,-50.0,5,9
-53.0,-55.0,-64.0,-61.0,-54.0,-54.0,-49.0,5,9
-53.0,-56.0,-64.0,-60.0,-55.0,-58.0,-48.0,5,9
-52.0,-54.0,-63.0,-59.0,-54.0,-58.0,-48.0,5,9
-51.0,-59.0,-52.0,-57.0,-39.0,-60.0,-57.0,6,9
-56.0,-60.0,-52.0,-57.0,-39.0,-58.0,-55.0,6,9
-53.0,-60.0,-52.0,-57.0,-39.0,-60.0,-55.0,6,9
-56.0,-60.0,-52.0,-53.0,-39.0,-53.0,-56.0,6,9
-55.0,-59.0,-53.0,-53.0,-38.0,-61.0,-56.0,6,9
-56.0,-60.0,-52.0,-56.0,-39.0,-60.0,-55.0,6,9
-56.0,-59.0,-51.0,-57.0,-39.0,-60.0,-54.0,6,9
-54.0,-60.0,-52.0,-57.0,-39.0,-61.0,-54.0,6,9
-56.0,-59.0,-51.0,-57.0,-39.0,-60.0,-55.0,6,9
-56.0,-60.0,-53.0,-53.0,-38.0,-61.0,-55.0,6,9
-55.0,-60.0,-52.0,-58.0,-39.0,-59.0,-56.0,6,9
-53.0,-60.0,-52.0,-57.0,-39.0,-52.0,-55.0,6,9
-54.0,-60.0,-53.0,-57.0,-39.0,-58.0,-55.0,6,9
-56.0,-60.0,-53.0,-56.0,-39.0,-61.0,-55.0,6,9
-56.0,-60.0,-53.0,-53.0,-39.0,-53.0,-54.0,6,9
-56.0,-60.0,-53.0,-52.0,-39.0,-53.0,-55.0,6,9
-56.0,-48.0,-59.0,-60.0,-53.0,-54.0,-56.0,1,10
-55.0,-46.0,-57.0,-61.0,-48.0,-56.0,-54.0,1,10
-57.0,-47.0,-61.0,-58.0,-51.0,-56.0,-54.0,1,10
-56.0,-48.0,-60.0,-61.0,-56.0,-56.0,-55.0,1,10
-55.0,-48.0,-61.0,-60.0,-52.0,-56.0,-53.0,1,10
-54.0,-48.0,-59.0,-60.0,-53.0,-56.0,-52.0,1,10
-57.0,-49.0,-59.0,-60.0,-54.0,-58.0,-56.0,1,10
-56.0,-48.0,-60.0,-58.0,-53.0,-58.0,-53.0,1,10
-55.0,-49.0,-57.0,-54.0,-54.0,-58.0,-53.0,1,10
-56.0,-49.0,-58.0,-55.0,-51.0,-59.0,-53.0,1,10
-54.0,-50.0,-57.0,-48.0,-51.0,-59.0,-53.0,1,10
-54.0,-50.0,-59.0,-53.0,-51.0,-58.0,-53.0,1,10
-55.0,-49.0,-58.0,-55.0,-54.0,-57.0,-52.0,1,10
-55.0,-50.0,-59.0,-60.0,-55.0,-59.0,-52.0,1,10
-54.0,-51.0,-59.0,-56.0,-54.0,-59.0,-56.0,1,10
-55.0,-48.0,-58.0,-54.0,-51.0,-59.0,-54.0,1,10
-58.0,-57.0,-67.0,-60.0,-56.0,-59.0,-63.0,2,10
-60.0,-57.0,-65.0,-57.0,-55.0,-58.0,-60.0,2,10
-59.0,-57.0,-64.0,-56.0,-55.0,-59.0,-59.0,2,10
-60.0,-53.0,-65.0,-57.0,-57.0,-59.0,-59.0,2,10
-60.0,-57.0,-66.0,-56.0,-56.0,-56.0,-58.0,2,10
-60.0,-56.0,-65.0,-59.0,-56.0,-55.0,-58.0,2,10
-59.0,-55.0,-65.0,-56.0,-56.0,-58.0,-61.0,2,10
-59.0,-56.0,-63.0,-58.0,-56.0,-55.0,-58.0,2,10
-59.0,-56.0,-63.0,-60.0,-56.0,-57.0,-58.0,2,10
-59.0,-57.0,-64.0,-58.0,-56.0,-57.0,-58.0,2,10
-58.0,-58.0,-66.0,-57.0,-57.0,-56.0,-58.0,2,10
-59.0,-58.0,-65.0,-56.0,-57.0,-56.0,-60.0,2,10
-59.0,-56.0,-64.0,-58.0,-54.0,-57.0,-56.0,2,10
-59.0,-55.0,-63.0,-56.0,-55.0,-56.0,-62.0,2,10
-59.0,-53.0,-62.0,-55.0,-55.0,-58.0,-58.0,2,10
-59.0,-54.0,-63.0,-53.0,-56.0,-58.0,-59.0,2,10
-55.0,-54.0,-49.0,-53.0,-65.0,-56.0,-52.0,3,10
-55.0,-51.0,-52.0,-52.0,-65.0,-56.0,-53.0,3,10
-55.0,-53.0,-53.0,-54.0,-63.0,-56.0,-53.0,3,10
-55.0,-53.0,-53.0,-53.0,-63.0,-57.0,-51.0,3,10
-55.0,-53.0,-53.0,-52.0,-63.0,-57.0,-53.0,3,10
-55.0,-53.0,-55.0,-53.0,-63.0,-57.0,-52.0,3,10
-55.0,-53.0,-54.0,-54.0,-63.0,-54.0,-53.0,3,10
-55.0,-53.0,-53.0,-54.0,-63.0,-56.0,-54.0,3,10
-55.0,-53.0,-54.0,-51.0,-64.0,-55.0,-51.0,3,10
-55.0,-52.0,-52.0,-54.0,-65.0,-57.0,-54.0,3,10
-55.0,-51.0,-52.0,-54.0,-65.0,-57.0,-51.0,3,10
-55.0,-53.0,-52.0,-54.0,-64.0,-57.0,-54.0,3,10
-55.0,-53.0,-53.0,-53.0,-64.0,-55.0,-53.0,3,10
-55.0,-53.0,-54.0,-53.0,-63.0,-57.0,-54.0,3,10
-55.0,-53.0,-54.0,-54.0,-62.0,-56.0,-53.0,3,10
-55.0,-53.0,-53.0,-54.0,-65.0,-55.0,-53.0,3,10
-55.0,-50.0,-65.0,-53.0,-51.0,-54.0,-56.0,4,10
-55.0,-50.0,-63.0,-51.0,-51.0,-52.0,-56.0,4,10
-55.0,-52.0,-63.0,-53.0,-53.0,-54.0,-55.0,4,10
-55.0,-50.0,-63.0,-53.0,-51.0,-54.0,-56.0,4,10
-54.0,-48.0,-65.0,-51.0,-51.0,-53.0,-55.0,4,10
-54.0,-52.0,-64.0,-53.0,-52.0,-54.0,-55.0,4,10
-55.0,-50.0,-64.0,-53.0,-54.0,-54.0,-55.0,4,10
-55.0,-49.0,-65.0,-54.0,-54.0,-54.0,-55.0,4,10
-55.0,-49.0,-65.0,-54.0,-52.0,-54.0,-55.0,4,10
-55.0,-49.0,-65.0,-53.0,-51.0,-54.0,-55.0,4,10
-55.0,-50.0,-65.0,-52.0,-50.0,-54.0,-55.0,4,10
-54.0,-50.0,-64.0,-53.0,-52.0,-54.0,-55.0,4,10
-55.0,-50.0,-64.0,-53.0,-51.0,-54.0,-55.0,4,10
-55.0,-52.0,-64.0,-53.0,-52.0,-54.0,-55.0,4,10
-55.0,-52.0,-65.0,-53.0,-51.0,-53.0,-56.0,4,10
-55.0,-52.0,-65.0,-52.0,-51.0,-54.0,-55.0,4,10
-60.0,-56.0,-63.0,-58.0,-55.0,-58.0,-48.0,5,10
-60.0,-55.0,-61.0,-61.0,-55.0,-57.0,-49.0,5,10
-60.0,-55.0,-61.0,-61.0,-55.0,-60.0,-47.0,5,10
-60.0,-55.0,-56.0,-56.0,-55.0,-60.0,-48.0,5,10
-61.0,-55.0,-56.0,-61.0,-56.0,-57.0,-48.0,5,10
-60.0,-56.0,-61.0,-57.0,-56.0,-58.0,-48.0,5,10
-60.0,-55.0,-61.0,-60.0,-56.0,-60.0,-48.0,5,10
-60.0,-56.0,-61.0,-61.0,-56.0,-60.0,-48.0,5,10
-60.0,-56.0,-61.0,-58.0,-56.0,-58.0,-48.0,5,10
-60.0,-56.0,-58.0,-58.0,-56.0,-57.0,-48.0,5,10
-60.0,-55.0,-58.0,-61.0,-56.0,-58.0,-48.0,5,10
-60.0,-56.0,-61.0,-61.0,-53.0,-57.0,-47.0,5,10
-60.0,-54.0,-62.0,-56.0,-57.0,-58.0,-48.0,5,10
-60.0,-56.0,-59.0,-58.0,-56.0,-60.0,-48.0,5,10
-60.0,-55.0,-62.0,-61.0,-55.0,-60.0,-48.0,5,10
-58.0,-56.0,-59.0,-61.0,-57.0,-60.0,-48.0,5,10
-58.0,-55.0,-50.0,-50.0,-54.0,-53.0,-62.0,6,10
-58.0,-55.0,-50.0,-51.0,-55.0,-52.0,-62.0,6,10
-58.0,-57.0,-52.0,-53.0,-54.0,-52.0,-62.0,6,10
-59.0,-55.0,-51.0,-53.0,-56.0,-53.0,-64.0,6,10
-58.0,-57.0,-52.0,-52.0,-56.0,-52.0,-63.0,6,10
-58.0,-56.0,-51.0,-50.0,-55.0,-52.0,-63.0,6,10
-58.0,-54.0,-51.0,-53.0,-56.0,-52.0,-65.0,6,10
-58.0,-55.0,-50.0,-53.0,-54.0,-53.0,-63.0,6,10
-58.0,-54.0,-51.0,-54.0,-55.0,-53.0,-62.0,6,10
-57.0,-57.0,-51.0,-53.0,-54.0,-53.0,-62.0,6,10
-58.0,-54.0,-50.0,-49.0,-55.0,-53.0,-62.0,6,10
-58.0,-54.0,-51.0,-51.0,-55.0,-53.0,-62.0,6,10
-58.0,-56.0,-52.0,-53.0,-55.0,-55.0,-64.0,6,10
-58.0,-54.0,-51.0,-50.0,-54.0,-53.0,-65.0,6,10
-58.0,-55.0,-49.0,-53.0,-55.0,-53.0,-62.0,6,10
-58.0,-55.0,-51.0,-53.0,-55.0,-53.0,-63.0,6,10
-55.0,-52.0,-53.0,-56.0,-57.0,-52.0,-52.0,1,11
-56.0,-50.0,-54.0,-51.0,-58.0,-52.0,-53.0,1,11
-56.0,-53.0,-54.0,-56.0,-55.0,-57.0,-52.0,1,11
-56.0,-53.0,-54.0,-52.0,-55.0,-56.0,-50.0,1,11
-55.0,-51.0,-51.0,-57.0,-55.0,-51.0,-52.0,1,11
-55.0,-50.0,-50.0,-56.0,-56.0,-52.0,-50.0,1,11
-56.0,-54.0,-52.0,-56.0,-56.0,-59.0,-54.0,1,11
-56.0,-54.0,-52.0,-52.0,-57.0,-56.0,-50.0,1,11
-55.0,-57.0,-52.0,-59.0,-57.0,-55.0,-52.0,1,11
-55.0,-57.0,-52.0,-56.0,-57.0,-56.0,-52.0,1,11
-54.0,-57.0,-51.0,-53.0,-57.0,-54.0,-50.0,1,11
-56.0,-57.0,-50.0,-57.0,-58.0,-56.0,-51.0,1,11
-56.0,-52.0,-54.0,-59.0,-56.0,-55.0,-51.0,1,11
-58.0,-56.0,-51.0,-62.0,-56.0,-57.0,-54.0,1,11
-57.0,-58.0,-51.0,-56.0,-59.0,-56.0,-53.0,1,11
-57.0,-58.0,-49.0,-58.0,-55.0,-56.0,-54.0,1,11
-59.0,-53.0,-57.0,-63.0,-60.0,-55.0,-63.0,2,11
-59.0,-53.0,-57.0,-60.0,-60.0,-53.0,-62.0,2,11
-59.0,-53.0,-58.0,-59.0,-57.0,-52.0,-61.0,2,11
-58.0,-53.0,-56.0,-60.0,-60.0,-54.0,-62.0,2,11
-57.0,-53.0,-58.0,-61.0,-60.0,-55.0,-62.0,2,11
-59.0,-54.0,-57.0,-58.0,-57.0,-52.0,-62.0,2,11
-58.0,-56.0,-56.0,-62.0,-61.0,-55.0,-63.0,2,11
-58.0,-55.0,-58.0,-58.0,-56.0,-54.0,-63.0,2,11
-58.0,-53.0,-56.0,-56.0,-60.0,-55.0,-65.0,2,11
-58.0,-55.0,-57.0,-56.0,-60.0,-55.0,-65.0,2,11
-58.0,-54.0,-58.0,-58.0,-58.0,-54.0,-61.0,2,11
-58.0,-54.0,-58.0,-56.0,-59.0,-54.0,-61.0,2,11
